district_id,base_population,base_pop_dev,base_pop_score,base_pp,base_compactness_score,base_Fairness,opt_population,opt_pop_dev,opt_pop_score,opt_pp,opt_compactness_score,opt_Fairness,delta_pop_score,delta_compactness_score,delta_fairness,frontier_relative_base,frontier_relative_opt
2,137864,0.19488684860869282,0.0,0.2540743415286229,0.5081486830572458,0.20325947322289833,163433,0.0455662270691732,0.5443377293082681,0.2003125682416117,0.4006251364832234,0.4868526921782502,0.5443377293082681,-0.10752354657402241,0.2835932189553519,-102.59041780255936,33.8834812925768
11,192792,0.12588764784884302,0.0,0.29098614893327185,0.5819722978665437,0.23278891914661748,157587,0.07970633241236347,0.20293667587636532,0.4734031753239594,0.9468063506479188,0.5004845457849868,0.20293667587636532,0.36483405278137515,0.2676956266383693,-88.37992772746557,40.4435542747814
64,136453,0.20312695956306187,0.0,0.7667091833403215,1.0,0.4,176667,0.03171912259072756,0.6828087740927244,0.28958654694482955,0.5791730938896591,0.6413545020114984,0.6828087740927244,-0.4208269061103409,0.24135450201149833,-7.912742157820866,108.23456938583004
10,195859,0.14379864735065015,0.0,0.3925991181701676,0.7851982363403353,0.31407929453613415,182230,0.0642065338162095,0.357934661837905,0.42287789362763306,0.8457557872552661,0.5530631120048495,0.357934661837905,0.06055755091493087,0.23898381746871533,-49.26046454290598,65.74599968334451
56,154689,0.09663038737038011,0.03369612629619889,0.31800260601615143,0.6360052120323029,0.27461976059064047,181354,0.059090773932419786,0.4090922606758022,0.3292193564870596,0.6584387129741192,0.5088308415951289,0.3753961343796033,0.022433500941816287,0.23421108100448845,-68.24962258362144,44.46005204721517
6,162142,0.05310554899836558,0.4689445100163442,0.37258469319107523,0.7451693863821505,0.5794344605626667,171882,0.0037751602118077225,0.9622483978819227,0.2917650800030361,0.5835301600060722,0.8107611027315825,0.49330388786557855,-0.1616392263760783,0.23132664216891585,78.43671483986179,189.75830756929722
72,194801,0.13762002411200916,0.0,0.2299991448203809,0.4599982896407618,0.18399931585630472,131626,0.23131619810079354,0.0,0.5597035968577918,1.0,0.4,0.0,0.5400017103592383,0.2160006841436953,-111.85900603850997,-7.912742157820866
114,166893,0.02536014350991246,0.7463985649008754,0.2150028935996303,0.4300057871992606,0.6198414538202295,171461,0.0013165587151462278,0.9868344128485377,0.298629955209043,0.597259910418086,0.831004611876357,0.24043584794766226,0.16725412321882543,0.2111631580561275,97.88181984231483,199.50011534076714
81,279197,0.6304849455187633,0.0,0.2164892733641225,0.432978546728245,0.173191418691298,143153,0.16399957232403095,0.0,0.4660042390023053,0.9320084780046106,0.37280339120184425,0.0,0.49902993127636563,0.19961197251054624,-117.06010313300698,-21.00059827272237
111,179154,0.04624297513751411,0.5375702486248589,0.5240561478482237,1.0,0.7225421491749153,173056,0.01063121284145284,0.8936878715854716,0.48061921958773973,0.9612384391754795,0.9207080986214748,0.35611762296061267,-0.038761560824520536,0.19816594944655952,147.30459654503406,242.6682300214728
